epoch,lr,train_loss,train_acc,train_balanced_acc,train_macro_f1,val_loss,val_acc,val_balanced_acc,val_macro_f1
1,2.0048076923076926e-05,1.6612816316863666,0.44090225563909774,0.20430451127819552,0.1746307718559818,1.0724526844047881,0.6410204081632653,0.33561224489795916,0.3148111420675906
2,4.0048076923076924e-05,0.9768707520113542,0.6629323308270677,0.3669172932330827,0.36841960718802075,0.7599651731260411,0.7434693877551021,0.5122959183673469,0.5044860507252
3,6.004807692307692e-05,0.743920708146806,0.7418045112781955,0.5128195488721804,0.5182274322045785,0.5999979285837768,0.8091836734693878,0.6262244897959184,0.6015800319845758
4,8.004807692307693e-05,0.5855657766358211,0.8118796992481203,0.6450751879699249,0.6510156147259705,0.44999209365674425,0.9,0.8114285714285714,0.8146173565569248
5,0.0001,0.41817423486365723,0.8990977443609023,0.8117481203007519,0.8159451154566117,0.3269132689222113,0.9487755102040817,0.910765306122449,0.9109243852951933
6,9.979871469976196e-05,0.29585371592726845,0.9596240601503759,0.9293796992481204,0.93191487921127,0.2741918700275483,0.9691836734693877,0.9483673469387756,0.950850636830914
7,9.919647942993148e-05,0.2459966061780086,0.976390977443609,0.959624060150376,0.9618725587537991,0.26267443074808494,0.9734693877551021,0.9676530612244897,0.9624957213296986
8,9.819814303479267e-05,0.21914429658164197,0.9861654135338346,0.9766729323308271,0.9784581218929543,0.2491947953383644,0.976530612244898,0.9712755102040818,0.9667658621078977
9,9.681174353198687e-05,0.20852579502388835,0.9894736842105263,0.9823684210526314,0.9835871068919302,0.23586946096900221,0.9826530612244898,0.9710204081632653,0.9741448626402173
10,9.504844339512095e-05,0.19796386966481805,0.9926315789473684,0.9878947368421054,0.9888064912780826,0.22732215326327782,0.9855102040816327,0.9774489795918369,0.9788123313785796
11,9.292243968009331e-05,0.19235759335928238,0.9940601503759399,0.990093984962406,0.9908105633503073,0.2290556359213668,0.9840816326530613,0.9728061224489795,0.9749091669906395
12,9.045084971874738e-05,0.18611305901924005,0.9952631578947368,0.9922368421052632,0.9931478458841279,0.2235821583247804,0.9846938775510204,0.9786734693877551,0.9778398491299677
13,8.765357330018056e-05,0.18250086753127667,0.9962406015037594,0.9930075187969924,0.9937270028016382,0.22422806376760657,0.9855102040816327,0.9785204081632652,0.9792438738617576
14,8.455313244934324e-05,0.17935433403517193,0.9970676691729323,0.9949248120300752,0.9956440954335927,0.23797831761759597,0.9820408163265306,0.9676530612244897,0.9738937269882832
15,8.117449009293668e-05,0.17802893603220582,0.9973684210526316,0.9956578947368422,0.9958541372231237,0.22914770680975605,0.9840816326530613,0.9763775510204082,0.9761350956719873
16,7.754484907260513e-05,0.1765509619592474,0.9973684210526316,0.9953947368421051,0.9957220982392857,0.22320929498641523,0.983265306122449,0.9804591836734694,0.9781106088963613
17,7.369343312364993e-05,0.17510085578004903,0.9980451127819548,0.9966165413533835,0.9970102960989767,0.2190823812376369,0.9855102040816327,0.9806632653061224,0.9792912913179246
18,6.965125158269619e-05,0.17379210910831505,0.998421052631579,0.9974999999999999,0.9976315876260385,0.23029038077825076,0.9812244897959184,0.9788775510204081,0.9736080769484106
19,6.545084971874738e-05,0.1726240715226875,0.9985714285714286,0.9976691729323308,0.9978006041616394,0.216878230985883,0.9871428571428571,0.9821428571428573,0.9813432142692162
20,6.112604669781572e-05,0.1705512534826994,0.9993984962406015,0.9989285714285714,0.9989943219972922,0.22181634334000674,0.9851020408163266,0.9794897959183672,0.9777882666236943
21,5.6711663290882776e-05,0.1701537980698049,0.9993984962406015,0.9989285714285714,0.9989941641226825,0.21275191241270536,0.986734693877551,0.9831122448979592,0.9806105528425846
22,5.2243241517525754e-05,0.16999791723747665,0.9993233082706767,0.9989097744360901,0.9989097739778805,0.21542504023421893,0.9857142857142858,0.9803571428571429,0.9788252377034343
23,4.775675848247427e-05,0.1698465019177932,0.9993984962406015,0.9989285714285714,0.9989942437269358,0.20877711784529995,0.9865306122448979,0.982704081632653,0.9803156935709036
24,4.328833670911724e-05,0.16999320581985208,0.9993984962406015,0.99906015037594,0.9991259030143335,0.21493239575005196,0.9851020408163266,0.9777040816326531,0.9770442260802429
25,3.887395330218429e-05,0.16919537913054228,0.999624060150376,0.9995112781954887,0.9994456053972783,0.21557824574894718,0.9853061224489796,0.9820408163265305,0.979169531365747
26,3.4549150281252636e-05,0.1689715821009416,0.9996992481203008,0.9993984962406015,0.9994641675105485,0.21739271592784237,0.9842857142857143,0.9807142857142858,0.978211263310924
27,3.0348748417303823e-05,0.16879313217046168,0.9997744360902255,0.9995488721804511,0.999614622637307,0.22011402887957437,0.9855102040816327,0.9728061224489796,0.9792216839810902
28,2.630656687635007e-05,0.16890012472867966,0.9995488721804511,0.9993609022556391,0.999295071208446,0.2127060569919549,0.9877551020408163,0.9805102040816326,0.9817370142392503
29,2.245515092739488e-05,0.1684239047866028,0.9997744360902255,0.9995488721804511,0.9996146226789623,0.21415785738787094,0.9871428571428571,0.9792857142857142,0.9808434065953913
30,1.8825509907063327e-05,0.16871297166038018,0.999624060150376,0.9993796992481203,0.9994453716295323,0.21019312255568318,0.9885714285714285,0.9817857142857144,0.983347163625458
31,1.544686755065677e-05,0.16851235933315295,0.9996992481203008,0.9995300751879699,0.9995300751463146,0.2079015261941142,0.9883673469387755,0.9813775510204084,0.9829410408290623
32,1.2346426699819458e-05,0.16817143362445328,0.9997744360902255,0.9995488721804511,0.999614622637307,0.21530525792728772,0.9865306122448979,0.980561224489796,0.9809277859208494
33,9.549150281252633e-06,0.16819853998290804,0.9997744360902255,0.9995488721804511,0.9996146226789623,0.2084197283952267,0.9879591836734694,0.9816326530612246,0.9821646490064245
34,7.077560319906695e-06,0.1681754504903578,0.9997744360902255,0.9995488721804511,0.9996146226789623,0.2134603037462606,0.9871428571428571,0.9800000000000001,0.9812302671443787
35,4.951556604879048e-06,0.16807108415433994,0.9997744360902255,0.9995488721804511,0.9996146226789623,0.210039961067113,0.9877551020408163,0.9819387755102041,0.9819539185151013
36,3.18825646801314e-06,0.16807530315306324,0.9997744360902255,0.9995488721804511,0.9996147017409049,0.21004713075114534,0.9875510204081632,0.9808163265306123,0.9811709577203599
37,1.8018569652073381e-06,0.16807709247446978,0.9997744360902255,0.9995488721804511,0.9996146226789623,0.21029661789342954,0.9885714285714285,0.9824999999999999,0.9832168869785166
38,8.035205700685167e-07,0.16805986809329346,0.9997744360902255,0.9995488721804511,0.9996146226789623,0.20944008569825778,0.9879591836734694,0.9827040816326532,0.9823787779982274
