epoch,lr,train_loss,train_acc,train_balanced_acc,train_macro_f1,val_loss,val_acc,val_balanced_acc,val_macro_f1
1,6.0108108108108106e-05,1.5168961327355188,0.5405263157894736,0.14671052631578949,0.12353960248059652,1.264282730439814,0.5975510204081632,0.20510204081632652,0.1838443314019175
2,0.0001201081081081081,1.1569551082881722,0.6169924812030075,0.2767481203007519,0.2798973328376107,0.9582682698965073,0.6891836734693878,0.3826530612244898,0.37788008389626254
3,0.00018010810810810808,0.8676285319500141,0.7129323308270676,0.4566541353383458,0.4663313916883882,0.7162938201572837,0.7895918367346939,0.6245408163265306,0.6000634528670666
4,0.0002401081081081081,0.6970645659678691,0.7890977443609023,0.6055639097744361,0.6186065048778046,0.5765327103981157,0.8553061224489796,0.7384693877551021,0.7313593309746097
5,0.0003,0.5818264303443668,0.8435338345864661,0.7114097744360902,0.7228055334831447,0.541680185242397,0.8579591836734693,0.7744897959183673,0.7621893249250828
6,0.00029939614409928584,0.5030798775655729,0.879172932330827,0.7832142857142858,0.7911484589961718,0.43407575255487024,0.9010204081632653,0.8202551020408163,0.8350456889017976
7,0.00029758943828979444,0.4409073880395374,0.9059398496240602,0.8330639097744361,0.8400649381349459,0.35256562472843544,0.943469387755102,0.9094387755102042,0.9044242775524828
8,0.00029459442910437797,0.381751727306091,0.9309774436090226,0.8768233082706766,0.8828314829763689,0.3248130583181614,0.9538775510204082,0.9184693877551019,0.9291812744883566
9,0.00029043523059596053,0.3582290437307444,0.938796992481203,0.8929887218045112,0.8966275273322599,0.29224419899103116,0.9667346938775511,0.9498979591836735,0.9470769288041314
10,0.0002851453301853628,0.32818835699880444,0.9514285714285714,0.9139097744360903,0.9176637704949187,0.3031649628790413,0.9536734693877551,0.9198469387755102,0.9230751443269866
11,0.0002787673190402799,0.31006304678079244,0.9562406015037594,0.9226127819548873,0.9255219062706029,0.29210168493957056,0.9651020408163266,0.9412755102040816,0.9405067120507394
12,0.0002713525491562421,0.29662484634029973,0.9633082706766918,0.9353007518796991,0.9379664620000068,0.2778099329006381,0.9677551020408163,0.962295918367347,0.9515656362357421
13,0.00026296071990054165,0.28039690586360727,0.9703007518796992,0.9474436090225563,0.9504613565037152,0.2592672702742786,0.9738775510204082,0.9548979591836735,0.9611325693480615
14,0.0002536593973480297,0.2677297961604488,0.9743609022556391,0.955169172932331,0.9576509447083765,0.25900104910862154,0.9744897959183674,0.9636224489795918,0.960840823314258
15,0.00024352347027881003,0.2606549899588834,0.9774436090225563,0.9606766917293234,0.9632481287762616,0.2591740996372409,0.9742857142857143,0.9692857142857143,0.9615335806207547
16,0.00023263454721781537,0.2530127676489117,0.9796992481203007,0.9651879699248119,0.96720354787512,0.2573165829588727,0.973265306122449,0.9597448979591837,0.9554845825338674
17,0.0002210802993709498,0.24702280966548232,0.9816541353383459,0.967781954887218,0.9695562347695476,0.2738027611883675,0.9667346938775511,0.9627551020408164,0.9517035413855852
