epoch,lr,train_loss,train_acc,train_balanced_acc,train_macro_f1,val_loss,val_acc,val_balanced_acc,val_macro_f1,train_hard_loss,train_soft_loss,kd_temperature,kd_alpha
1,3e-07,0.9110604061020745,0.46785714285714286,0.14821428571428572,0.13254951571757187,1.3722159266471863,0.5714285714285714,0.14285714285714285,0.1038961038961039,1.6357995006773207,0.18632129662566715,4.0,0.5
