epoch,lr,train_loss,train_acc,train_balanced_acc,train_macro_f1,val_loss,val_acc,val_balanced_acc,val_macro_f1
1,0.0001,1.5967636588641576,0.5709022556390978,0.1429887218045113,0.10446773478913396,1.4754268975586307,0.5714285714285714,0.14285714285714285,0.1038961038961039
2,0.0001,1.3961562682878703,0.5781954887218045,0.1949436090225564,0.1877588627412143,1.3154379160306893,0.6048979591836735,0.21872448979591838,0.183338065368632
3,0.0001,1.2924421759834863,0.6032330827067669,0.27791353383458645,0.27366569754931225,1.2649403389680143,0.6173469387755102,0.25255102040816324,0.21056677049463354
4,0.0001,1.332247953695014,0.6038345864661654,0.27819548872180455,0.2695423379429817,1.533225645629727,0.6057142857142858,0.22321428571428573,0.18670915173762226
5,0.0001,1.3330145796281951,0.6102255639097744,0.2859774436090225,0.27714311372469164,1.1261170607501148,0.6279591836734694,0.3123469387755102,0.24710496534183418
6,0.0001,1.373736543229648,0.5976691729323308,0.2804699248120301,0.2702271138178024,1.2740445977814343,0.6365306122448979,0.3005612244897959,0.27614367921036165
7,0.0001,1.368959875503429,0.5952631578947368,0.2961842105263158,0.29381187116476654,1.3824746524618596,0.6046938775510204,0.22081632653061226,0.18914215738245083
8,0.0001,1.343734099190486,0.6226315789473684,0.33052631578947367,0.3264028982513752,1.2457106146763781,0.6124489795918368,0.24168367346938777,0.19985627946319814
9,0.0001,1.3347203124689877,0.6245864661654136,0.3354887218045112,0.32793742686866556,1.0404321023335261,0.6804081632653062,0.4343877551020408,0.39613180664017833
10,0.0001,1.27712754729547,0.6393984962406015,0.36313909774436093,0.35786821855961026,1.1325481738971204,0.6920408163265306,0.4344387755102041,0.40903876596101635
11,0.0001,1.277961683176962,0.6466917293233083,0.3745676691729323,0.3654921192987576,1.1132777166731505,0.693469387755102,0.4112244897959183,0.4192580706942944
12,0.0001,1.2163294788321157,0.6532330827067669,0.3942293233082706,0.38413426509675436,1.039476894906589,0.6961224489795919,0.46295918367346944,0.4214482475387434
13,0.0001,1.1817927637427372,0.654812030075188,0.3913345864661654,0.38443755592341633,1.0321019596956214,0.6912244897959183,0.43530612244897954,0.41323704136954803
14,0.0001,1.2087902435951663,0.6575939849624061,0.39453007518796995,0.38376159726307085,1.064060748730387,0.6979591836734694,0.4387755102040817,0.4532766540192351
15,0.0001,1.2337256997061852,0.6558646616541354,0.39541353383458644,0.3838577634571488,0.9998894116039179,0.6863265306122449,0.4730102040816327,0.41507819957006015
16,0.0001,1.2487409751935112,0.6563157894736842,0.3894736842105263,0.3756300764909228,1.2747672096016456,0.6755102040816326,0.39637755102040817,0.3670427649071636
17,0.0001,1.2390114223957063,0.6530827067669173,0.3960338345864662,0.37815014654381207,1.2360463558411112,0.6861224489795918,0.4211734693877552,0.3893857172194713
18,0.0001,1.2244571239630082,0.6578195488721804,0.4030075187969925,0.39091843644464774,1.1973430936008083,0.6830612244897959,0.40755102040816327,0.382651167742217
19,0.0001,1.2297235345638784,0.660827067669173,0.40783834586466167,0.39471478867275284,1.127745038544645,0.6895918367346939,0.4263265306122449,0.4009927201749271
20,0.0001,1.5200185430722128,0.6060902255639098,0.23415413533834586,0.24777499136729594,1.506132615397171,0.5714285714285714,0.14285714285714285,0.1038961038961039
